video_path,video_url,keys
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/15.mp4,https://www.youtube.com/watch?v=2mJcVFDpkRw,AGEAN CYMBALS HIHAT ROCK MASTER 13
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/16.mp4,https://www.youtube.com/watch?v=A_gvCgefq0o,Amedia Cymbals played by Mark Fletcher
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/17.mp4,https://www.youtube.com/watch?v=Qhkc4LK1A_U,Amedia Cymbals - Classic Medium Crash de 18
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/18.mp4,https://www.youtube.com/watch?v=7HtLj9tlwK0,Amedia Cymbals - Raw Rock 18 Vigor Rock shiny 18 Vigor Rock 18 Thrace 19 - Medium Crashes
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/19.mp4,https://www.youtube.com/watch?v=6BGzqpCjazU,AGEAN CYMBALS HIHAT REGULAR CUSTOM BRILLIANT 13
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/20.mp4,https://www.youtube.com/watch?v=906D05_3tK0,Aj learning how to drive a tractor
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/21.mp4,https://www.youtube.com/watch?v=MOC8UwT1f5o,Amazing  Tractor driver refuses to give up
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/22.mp4,https://www.youtube.com/watch?v=4oyLiDhwYnQ,1952 Gibson Model D Tractor driving in circlesthats all
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/23.mp4,https://www.youtube.com/watch?v=LYjsC-uZ40w,Amazing basketball slam dunk
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/24.mp4,https://www.youtube.com/watch?v=Fr7XFx1WysI,Amazing Basketball Dunks
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/25.mp4,https://www.youtube.com/watch?v=F18e18jWFyI,Amazing poolside basketball dunk
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/26.mp4,https://www.youtube.com/watch?v=6VBAblLRbKY,200 Paper Planes to Fold & Fly
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/27.mp4,https://www.youtube.com/watch?v=KBysT_DY6Bg,ASMR Paper Folding
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/28.mp4,https://www.youtube.com/watch?v=3r_MuE66zT0,ASMR - Paper folding 14
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/29.mp4,https://www.youtube.com/watch?v=FVLvLfePceA,Alien Ramirez & Gürkan Sürmeli Salsa dancing Istanbul International Dance Festival
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/30.mp4,https://www.youtube.com/watch?v=Hx8URFJ9UUQ,14 Year Old Dances Salsa Routine At A Talent Show!
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/31.mp4,https://www.youtube.com/watch?v=JEeh_nJN7dw,567 Dance Studio salsa Cunana en TV
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/32.mp4,https://www.youtube.com/watch?v=38qpTblXDTw,Amy Kay Cutting the Grass
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/33.mp4,https://www.youtube.com/watch?v=4tUi30VIjCY,Alexis Thomas Getting A Haircut
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/34.mp4,https://www.youtube.com/watch?v=CysQXvsUams,Allan getting a haircut
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/35.mp4,https://www.youtube.com/watch?v=EUgxnfqfsJ8,Alex Constancio getting a haircut
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/36.mp4,https://www.youtube.com/watch?v=OJoWZdBEPCg,Alice getting a Haircut
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/37.mp4,https://www.youtube.com/watch?v=3bdQR_2juZQ,4yr old falls asleep while getting a haircut!
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/38.mp4,https://www.youtube.com/watch?v=DqBkix5GB84,16 - Teatro Vera - Ballet
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/39.mp4,https://www.youtube.com/watch?v=B3NZcMSZL-Y,Advanced Ballet
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/40.mp4,https://www.youtube.com/watch?v=IYWrQorVyGs,AmazonBasics 6-Sheet Cross-Cut Paper and Credit Card Shredder Review
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/41.mp4,https://www.youtube.com/watch?v=Ds-h4KZcWQw,2 5mm paper shredder strip cut
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/42.mp4,https://www.youtube.com/watch?v=H2O__GXZuSg,1005 the drive - gatelys leg waxing (2)
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/43.mp4,https://www.youtube.com/watch?v=CBACkDMi-yQ,AXE THROWING
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/44.mp4,https://www.youtube.com/watch?v=CXKhALApwwU,9 yr old girl nails first-time axe throw
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/45.mp4,https://www.youtube.com/watch?v=0BpdTc3TFuQ,2011 axe throw
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/46.mp4,https://www.youtube.com/watch?v=-EL_dmBEKJ4,2014-06-13 Axe Throwing 26 - FINALS - Will vs Jason
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/47.mp4,https://www.youtube.com/watch?v=Mmj9k2ktBCo,828 Axe Throwing
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/48.mp4,https://www.youtube.com/watch?v=6WA_aZgqZ14,22-meter cliff diving
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/49.mp4,https://www.youtube.com/watch?v=9hN6ISYhtKA,AGIOS NIKOLAOS CLIFF DIVING 2016 - Κατάδυση με την Ελληνική Σημαία - foniengr (26-8-2016)
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/50.mp4,https://www.youtube.com/watch?v=OEhxkscZ2mE,2 - Thay Oil Massage Technique - Leg Back (2)AVI
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/51.mp4,https://www.youtube.com/watch?v=UPbEo8SMqNU,(Part 1) THAI MASSAGE AROMATHERAPY SECRET FORMULA - Foot  Leg Techniques (back position)
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/52.mp4,https://www.youtube.com/watch?v=UxyHw8WjdZk,1st eyebrow waxing
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/53.mp4,https://www.youtube.com/watch?v=WhtSikqWlME,Alyssa sneezingblowing nose
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/54.mp4,https://www.youtube.com/watch?v=-W2Pcut-jEU,April 22 2013 - hopscotch
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/55.mp4,https://www.youtube.com/watch?v=G7WKmXHD9xs,Allen hopscotching
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/56.mp4,https://www.youtube.com/watch?v=GVYAWzM2WzE,63 large game of hopscotch in velour
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/57.mp4,https://www.youtube.com/watch?v=GsdVDgbOLh4,82810 Jumping into the pool
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/58.mp4,https://www.youtube.com/watch?v=3uSViSsQTog,3rd story hotel balcony jump into 5ft pool
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/59.mp4,https://www.youtube.com/watch?v=5-nw_kGMVg4,360 bike jump into pool
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/60.mp4,https://www.youtube.com/watch?v=0hllvppI8sk,20110702 - Andrea & Brian Jump into the Pool 1
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/61.mp4,https://www.youtube.com/watch?v=1_PiNdPt6RU,Anchor Gargles With Mouthwash!
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/62.mp4,https://www.youtube.com/watch?v=QOt2JERhRPY,2013 Episode 2 Gargle Shot
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/63.mp4,https://www.youtube.com/watch?v=MW1XYniIzNY,Angles - gargle
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/64.mp4,https://www.youtube.com/watch?v=3I-UChFhQwc,94 year old getting a tattoo for the 1st time
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/65.mp4,https://www.youtube.com/watch?v=0NpocVmAgsw,Anita getting a tattoo!
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/66.mp4,https://www.youtube.com/watch?v=VCk1t6erRrM,Angel getting a tattoo
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/67.mp4,https://www.youtube.com/watch?v=1cVojvGcbJk,62 Pound Chinook Salmon Caught in BC
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/68.mp4,https://www.youtube.com/watch?v=LiLG0FHam0Q,Ami catching fish
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/69.mp4,https://www.youtube.com/watch?v=2Bg8IQ78ieA,Alan catch fish
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/70.mp4,https://www.youtube.com/watch?v=OEbS0nfUdR8,9 year old catching fish part 3
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/71.mp4,https://www.youtube.com/watch?v=9ulapKoP49w,55m hurdlers 2-4-12
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/72.mp4,https://www.youtube.com/watch?v=TN8k3m8xqk0,Aleec Harris-Regionals Outdoor 110m Hurdlers
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/73.mp4,https://www.youtube.com/watch?v=5FIs5WG-yTI,APPLE PICKING PART 1
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/74.mp4,https://www.youtube.com/watch?v=Nt8pkiqiHIk,Apple picking season in jeopardy
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/75.mp4,https://www.youtube.com/watch?v=ZG-p93K3C7w,Apple picking 2
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/76.mp4,https://www.youtube.com/watch?v=yt5IrXsCUgc,Apple Picking
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/77.mp4,https://www.youtube.com/watch?v=EYDyVgm3OMA,Apple Picking at Demarest Farm
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/78.mp4,https://www.youtube.com/watch?v=T-whPCBUQ2c,2014 Fruit Tree Pick L U S H
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/79.mp4,https://www.youtube.com/watch?v=qeeY9c_pWC0,Apple picking
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/80.mp4,https://www.youtube.com/watch?v=6z-eZ_T_6hA,2011 Apple picking 03
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/81.mp4,https://www.youtube.com/watch?v=5Vcp3jt6DNc,Aidenjesussantiago Apple Picking
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/82.mp4,https://www.youtube.com/watch?v=FcIyp9N-7Ck,9162012 Apple picking at Barton Orchard
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/83.mp4,https://www.youtube.com/watch?v=Grw_LS43ihg,Apple Picking with Denise at Eastmont Orchards
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/84.mp4,https://www.youtube.com/watch?v=FzQ_oR2685Y,Allie shaking head
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/85.mp4,https://www.youtube.com/watch?v=IHetRdye1KQ,7 Months Old Brock Shaking Head
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/86.mp4,https://www.youtube.com/watch?v=LpoB9JcZMDU,Anthony Shaking His Head No No
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/87.mp4,https://www.youtube.com/watch?v=VS3LVPioowk,09   September 24 2010   Tate shaking his head yes
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/88.mp4,https://www.youtube.com/watch?v=L4dCNHmvN8g,Alyssa milking a cow
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/89.mp4,https://www.youtube.com/watch?v=RLZTep5ua-M,Ag Month Celebrity Cow Milking Contest
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/90.mp4,https://www.youtube.com/watch?v=5KcM3hTNP0Q,AOMB - 48 Eats a whole doughnut in one bite!
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/91.mp4,https://www.youtube.com/watch?v=HDHY0hSfQz8,187th Airborne Regimental Combat Team practice parachute drop in Korea HD Stock Footage
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/92.mp4,https://www.youtube.com/watch?v=94yG7RlTyoU,46 Leopard sailing Catamaran  Bahamas Yacht Charters
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/93.mp4,https://www.youtube.com/watch?v=FYOQCfgh1So,A Day in the Life Smooth Sailing and High Flying
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/94.mp4,https://www.youtube.com/watch?v=2HfRfmrz288,29er mast crash
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/95.mp4,https://www.youtube.com/watch?v=Jh6Avr0Pg1E,ASEAN School Games MAG - Ivan Cruz - Vault
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/96.mp4,https://www.youtube.com/watch?v=CVpR6A_uNvs,Alina KOZICH (UKR) vault - 2004 Cottbus EF
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/97.mp4,https://www.youtube.com/watch?v=5_H7Gt52ie0,2015 regionals vault- 2nd place
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/98.mp4,https://www.youtube.com/watch?v=Oq59o6eMbl4,4730-Kayla laughing at me being silly spitting napkinswmv
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/99.mp4,https://www.youtube.com/watch?v=SabNnJGw6xo,Anderson Cooper Puts Himself On The RidicuList For Giggling!
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/100.mp4,https://www.youtube.com/watch?v=GPwgIBWvtIk,8 month old laughing
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/101.mp4,https://www.youtube.com/watch?v=LRWz6VTUeVI,Adam MVC Hammer throw 5th and 6th 5613
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/102.mp4,https://www.youtube.com/watch?v=LPJgyC6Fzf0,25th Hammer Practice (185lb) Throw 2
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/103.mp4,https://www.youtube.com/watch?v=AYmxGPPrPfQ,2010 Falcon Invite Becky Ponick Hammer Throw 3607m
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/104.mp4,https://www.youtube.com/watch?v=3xxCPie-73s,6kg Hammer Throw Training
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/105.mp4,https://www.youtube.com/watch?v=MsFIzqbXwqU,2015 Highland Games Hammer Throw (1)
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/106.mp4,https://www.youtube.com/watch?v=TLXTOSFuG7k,Acrobatic Yoga in Cancun
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/107.mp4,https://www.youtube.com/watch?v=Uupl__plPHo,A Yawn and More
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/108.mp4,https://www.youtube.com/watch?v=Nl-7R0qERo0,Angelas Yawning -1
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/109.mp4,https://www.youtube.com/watch?v=PwRX1GYIn8Q,Annoying Yawns
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/110.mp4,https://www.youtube.com/watch?v=F08NfvWAjS0,20 month old ask why mopping floor
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/111.mp4,https://www.youtube.com/watch?v=7hRls13HJow,4 year old baby girl mopping kitchen floor while singing
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/112.mp4,https://www.youtube.com/watch?v=V4iGlxv7iEE,2012_Jan_26 Ishy mopping floor
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/113.mp4,https://www.youtube.com/watch?v=AaxGUVLUn28,2011-10-23 Adie Helps Mop the Floor
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/114.mp4,https://www.youtube.com/watch?v=Q4YjBTckwsQ,64th UP State Senior Volleyball Championship  JPS  Just Play Sportz
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/115.mp4,https://www.youtube.com/watch?v=1gngvRHTefw,16 YEAR OLD SETTER VOLLEYBALL PLAYER PAOLA LEON  9 CLASS 2014
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/116.mp4,https://www.youtube.com/watch?v=VwPyppP-YP8,20151017155350 Wheaton College vs vs EASTERN CONNECTICUT STATE Volleyball game played
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/117.mp4,https://www.youtube.com/watch?v=MdOpxOnrk3w,Anoka team 1 playing for third Civil Air Patrol Volleyball and Lockin
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/118.mp4,https://www.youtube.com/watch?v=ANcw4rSvXGM,AUTEC ASM390 sushi rice ball maker test  2014-8-2
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/119.mp4,https://www.youtube.com/watch?v=RatitaphTE0,Anthony Lucero The Ups & Downs of Making East Side Sushi
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/120.mp4,https://www.youtube.com/watch?v=-U2GQP5wehI,20131116 Free SL Skiing @ Turrach
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/121.mp4,https://www.youtube.com/watch?v=7CvDOmwLePY,Albert Popov SLO 2012
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/122.mp4,https://www.youtube.com/watch?v=1Ciskh9usLU,Alpine Ski Racing - Klara DjupsJoe - Training in Norway and Austria
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/123.mp4,https://www.youtube.com/watch?v=DN4dEo8tNYU,ALEXIS PINTURAULT CHAMONIX SLALOM 2012 Инструктор в Mayrhofen Ischgl
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/124.mp4,https://www.youtube.com/watch?v=NcNxBq_Wy6g,2004-2014 Ford F150 & Expedition Front Wheel Bearing Replacement
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/125.mp4,https://www.youtube.com/watch?v=S83ax0iPmyQ,Aprilia RS125 - Update + Changing sprocket carrier bearings + Wheel Bearings
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/126.mp4,https://www.youtube.com/watch?v=Wb2I7ssy9fs,2016 Cross grind wheel change
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/127.mp4,https://www.youtube.com/watch?v=CRm386s8afM,2012-09 Fish hatchery feeding
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/128.mp4,https://www.youtube.com/watch?v=CCsorNkxaNI,Adrenaline vs Hammerheads - Pool Play - Music City Kickball Open Open MCKO2015
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/129.mp4,https://www.youtube.com/watch?v=S4kgMJrL_aM,20150620 - Wickerman 2015 - Spray Paint Art  - Outtake - finishing up previous painting
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/130.mp4,https://www.youtube.com/watch?v=F8hA55I7dBY,Airbrush Basics - Airbrushes - Best Quality Airbrushes - Lowest Prices!
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/131.mp4,https://www.youtube.com/watch?v=Pfj3DdvpOOM,22 fet long jump
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/132.mp4,https://www.youtube.com/watch?v=4cdeQHj4LEw,6 Step Long Jump - 590m
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/133.mp4,https://www.youtube.com/watch?v=W6CfpDXxNTM,Antwon James Short Approach Long Jump From 8
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/134.mp4,https://www.youtube.com/watch?v=2ORMjjvs5es,Amanda Henson Long Jump vs Falmouth 4913
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/135.mp4,https://www.youtube.com/watch?v=Ns28cdsI4aw,Abby Cedar Rapids Invite gets 2nd place long jumps 15 7
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/136.mp4,https://www.youtube.com/watch?v=H3vJ9z3iwjE, Oxford New Played on the Organ at St Euny Redruth 4072012
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/137.mp4,https://www.youtube.com/watch?v=FLhWALERCc0,46 Keyless Artizan-Ruth Band Organ plays music
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/138.mp4,https://www.youtube.com/watch?v=LyvhFcKvrVA,Alon plays the StGeorges Organ
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/139.mp4,https://www.youtube.com/watch?v=BYMa3kux8Yk,A Ninja plays Super Mario Tetris Zelda on Pipe Organ マリオ テトリス ゼルダの伝説
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/140.mp4,https://www.youtube.com/watch?v=6FEV2F55g6A,Anton La Vey and his calliope
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/141.mp4,https://www.youtube.com/watch?v=QSfbAzPedV0,Annie plays the organ
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/142.mp4,https://www.youtube.com/watch?v=4BGHbe1GJp4,After 48 years Afton church organist plays one last time
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/143.mp4,https://www.youtube.com/watch?v=SqaUJpiyPcM,ASMR EATING SOUNDS - A QUARTER OF A WATERMELON
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/144.mp4,https://www.youtube.com/watch?v=DgC0LedK17A,Anime BBQ Watermelon eating contest
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/145.mp4,https://www.youtube.com/watch?v=Uo0kjOOR5Xw,Aidan eating watermelon
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/146.mp4,https://www.youtube.com/watch?v=9fZ0Z4coAUo,34th Annual Hope Watermelon Festival Politically Correct Watermelon Eating Contest
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/147.mp4,https://www.youtube.com/watch?v=UgL96HWeZ_o,Anant eating watermelon
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/148.mp4,https://www.youtube.com/watch?v=PrX10OUY7Ug,Adam play Piano D
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/149.mp4,https://www.youtube.com/watch?v=VuyLpKPEwzg,ASMR Eating McDonalds Burger & Fries
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/150.mp4,https://www.youtube.com/watch?v=KBl2Rx18Bfc,Action Battle Team Dan Eats Quad Burger (Nova 937)
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/151.mp4,https://www.youtube.com/watch?v=S5PxOygovqo,2 year old eating burger demo
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/152.mp4,https://www.youtube.com/watch?v=PJ1OjqHi-L0,ANU School of Music 24 hour protest finishes with parade and marching band Monday 14 May 2012
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/153.mp4,https://www.youtube.com/watch?v=1AIYqSGUpKI,All About The Bass - Notre Dame Marching Band
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/154.mp4,https://www.youtube.com/watch?v=KL01RWpMWoM,AMERICAS HIGH SCHOOL MARCHING BAND SISD MARCHFEST
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/155.mp4,https://www.youtube.com/watch?v=QduPdOUx4mA,Alaska Marching Band Invitational - Colony Halftime 2016
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/156.mp4,https://www.youtube.com/watch?v=-IEdyZrVljo,2011-2012 5A State Marching Champions Pearl Pirate Band
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/157.mp4,https://www.youtube.com/watch?v=DJOJ5xEpQf4,2013 Eddyville Blakesburg Fremont Marching Band at State Marching Band Contest in Pella
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/158.mp4,https://www.youtube.com/watch?v=6zFz7BJYhkU,2015 RL Turner Marching Band week 7
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/159.mp4,https://www.youtube.com/watch?v=NVfIUijn6NI,10-10-08 PHS Marching Band at Homecoming
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/160.mp4,https://www.youtube.com/watch?v=Isg2pLTXofY,Aiman Water Sliding
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/161.mp4,https://www.youtube.com/watch?v=C3SDp8lhErM,1 Arm T Rotation Row
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/162.mp4,https://www.youtube.com/watch?v=BRmGzz8yAGc,1 arm plank row with rotation
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/163.mp4,https://www.youtube.com/watch?v=W0ASFKT4UQY,101 Fitness - Short 01 - Arm rotation
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/164.mp4,https://www.youtube.com/watch?v=HAQGM9upqhs,12 Kneeling Single Arm External Rotation to Y
/home/intern/interndata/vipul/BMT/submodules/video_features/kinetics/165.mp4,https://www.youtube.com/watch?v=EHGkADdchks,2008 Purgatory Rock Climb
